record_id,lead,disease_class,query_lead,matched,p_onset_pred,p_onset_err_ms,p_peak_pred,p_peak_err_ms,p_offset_pred,p_offset_err_ms,qrs_onset_pred,qrs_onset_err_ms,q_peak_pred,q_peak_err_ms,r_peak_pred,r_peak_err_ms,s_peak_pred,s_peak_err_ms,qrs_offset_pred,qrs_offset_err_ms,t_onset_pred,t_onset_err_ms,t_peak_pred,t_peak_err_ms,t_offset_pred,t_offset_err_ms
mc_avblock_train_run_S72_run_000054,III,avblock,I,0,496.0,-4.0,526.0,14.0,537.0,-4.0,606.0,-8.0,,,623.0,0.0,637.0,0.0,654.0,2.0,660.0,0.0,746.0,0.0,801.0,14.0
mc_avblock_train_run_S73_run_000027,V5,avblock,I,0,501.0,4.0,537.0,0.0,560.0,2.0,621.0,-4.0,,,634.0,0.0,648.0,0.0,668.0,6.0,675.0,-2.0,765.0,0.0,800.0,14.0
mc_avblock_train_run_S69_run_000029,V4,avblock,I,0,510.0,-6.0,543.0,12.0,564.0,6.0,626.0,-2.0,,,639.0,0.0,650.0,0.0,667.0,4.0,673.0,0.0,762.0,0.0,800.0,8.0
mc_avblock_train_run_S66_run_000090,II,avblock,I,0,511.0,2.0,540.0,-2.0,561.0,4.0,613.0,-26.0,,,641.0,0.0,658.0,0.0,670.0,-4.0,675.0,-8.0,763.0,0.0,808.0,8.0
mc_avblock_validation_run_S63_run_000040,V3,avblock,I,0,510.0,-2.0,547.0,2.0,571.0,2.0,622.0,-4.0,,,639.0,0.0,652.0,0.0,666.0,-12.0,674.0,-96.0,767.0,0.0,803.0,10.0
mc_avblock_train_run_S69_run_000002,aVR,avblock,I,0,500.0,8.0,533.0,4.0,547.0,-4.0,620.0,-6.0,637.0,,651.0,28.0,,,669.0,4.0,670.0,-6.0,764.0,-2.0,800.0,4.0
mc_avblock_train_run_S72_run_000094,aVL,avblock,I,0,514.0,-4.0,537.0,0.0,564.0,10.0,634.0,2.0,649.0,,661.0,24.0,,,675.0,2.0,680.0,-2.0,769.0,0.0,812.0,10.0
mc_avblock_validation_run_S67_run_000039,aVF,avblock,I,0,496.0,-6.0,525.0,-2.0,550.0,6.0,618.0,-4.0,,,633.0,0.0,648.0,0.0,661.0,-8.0,668.0,0.0,766.0,0.0,797.0,2.0
mc_avblock_train_run_S74_run_000086,aVF,avblock,I,0,516.0,-6.0,556.0,22.0,573.0,14.0,623.0,-8.0,,,640.0,0.0,658.0,0.0,677.0,6.0,679.0,-4.0,767.0,0.0,806.0,4.0
mc_avblock_train_run_S74_run_000003,II,avblock,I,0,496.0,8.0,528.0,0.0,550.0,-2.0,610.0,-6.0,,,631.0,0.0,647.0,0.0,666.0,4.0,667.0,-4.0,763.0,4.0,802.0,6.0
mc_avblock_train_run_S74_run_000006,III,avblock,I,0,502.0,0.0,523.0,-20.0,563.0,18.0,621.0,-6.0,,,642.0,0.0,660.0,0.0,676.0,4.0,677.0,-6.0,780.0,4.0,816.0,10.0
mc_fam_train_run_S73_000041,II,fam,I,0,487.0,-80.0,551.0,-6.0,588.0,28.0,589.0,-18.0,,,613.0,0.0,628.0,0.0,649.0,4.0,651.0,-6.0,749.0,0.0,786.0,6.0
mc_fam_train_run_S66_000045,V1,fam,I,0,541.0,-2.0,565.0,0.0,602.0,26.0,611.0,-2.0,632.0,-2.0,657.0,,,,657.0,4.0,659.0,-6.0,754.0,0.0,802.0,4.0
mc_fam_train_run_S73_000066,aVR,fam,I,0,513.0,-62.0,582.0,0.0,609.0,-22.0,610.0,-22.0,634.0,,648.0,28.0,,,669.0,6.0,671.0,-4.0,772.0,0.0,807.0,10.0
mc_fam_train_run_S70_000115,II,fam,I,0,548.0,-4.0,580.0,4.0,603.0,4.0,609.0,-18.0,,,630.0,0.0,642.0,0.0,667.0,8.0,669.0,-4.0,756.0,0.0,805.0,8.0
mc_fam_train_run_S70_000048,II,fam,I,0,517.0,2.0,549.0,12.0,580.0,16.0,581.0,-8.0,,,606.0,0.0,629.0,2.0,637.0,0.0,642.0,2.0,762.0,0.0,803.0,8.0
mc_fam_train_run_S70_000057,V6,fam,I,0,520.0,-74.0,587.0,0.0,622.0,38.0,623.0,-6.0,,,645.0,0.0,,,667.0,0.0,669.0,-10.0,770.0,0.0,802.0,8.0
mc_fam_train_run_S70_000019,III,fam,I,0,526.0,-64.0,583.0,-2.0,624.0,12.0,625.0,-4.0,,,645.0,0.0,657.0,0.0,673.0,4.0,680.0,0.0,776.0,0.0,808.0,-2.0
mc_fam_train_run_S73_000054,aVR,fam,I,0,545.0,2.0,581.0,-4.0,609.0,4.0,610.0,-16.0,635.0,,656.0,40.0,,,667.0,6.0,672.0,-2.0,759.0,2.0,803.0,10.0
mc_fam_validation_run_S63_000083,aVF,fam,I,0,513.0,-30.0,550.0,0.0,593.0,0.0,594.0,-4.0,,,610.0,0.0,626.0,0.0,643.0,-8.0,649.0,-24.0,753.0,0.0,788.0,8.0
mc_fam_train_run_S73_000126,II,fam,I,0,538.0,0.0,565.0,0.0,606.0,14.0,607.0,-2.0,,,625.0,0.0,637.0,0.0,656.0,4.0,657.0,-6.0,740.0,0.0,793.0,6.0
mc_avblock_test_run_S64_run_000089,V4,avblock,II,0,507.0,4.0,522.0,-30.0,555.0,2.0,614.0,-6.0,,,630.0,0.0,641.0,0.0,662.0,8.0,663.0,-20.0,743.0,0.0,787.0,8.0
mc_mi_LCX_1p0_ant_train_run_S73_run_000007,aVR,mi,II,0,531.0,8.0,556.0,2.0,575.0,30.0,591.0,-12.0,605.0,0.0,613.0,0.0,,,635.0,14.0,674.0,-16.0,734.0,0.0,796.0,38.0
mc_fam_train_run_S73_000041,III,fam,II,0,486.0,-2.0,551.0,-12.0,589.0,0.0,590.0,2.0,,,613.0,2.0,629.0,0.0,649.0,8.0,651.0,-116.0,747.0,0.0,786.0,6.0
mc_mi_LAD_0p3_train_run_S69_run_000038,V1,mi,II,0,,,,,,,578.0,34.0,590.0,2.0,599.0,0.0,609.0,0.0,627.0,-24.0,,,,,,
mc_lbbb_train_run_S74_run_000026,V6,lbbb,II,0,529.0,0.0,564.0,26.0,586.0,0.0,597.0,-4.0,,,634.0,0.0,661.0,8.0,661.0,6.0,662.0,-6.0,725.0,0.0,796.0,6.0
mc_lae_train_run_S74_000114,V4,lae,II,0,549.0,-2.0,578.0,0.0,600.0,14.0,615.0,4.0,,,626.0,-2.0,643.0,0.0,664.0,4.0,666.0,-4.0,746.0,-2.0,799.0,14.0
mc_sinus_train_run_S65_run_000068,III,sinus,II,0,547.0,0.0,571.0,-4.0,610.0,2.0,611.0,-24.0,,,633.0,-2.0,647.0,0.0,673.0,4.0,675.0,-6.0,751.0,0.0,806.0,8.0
mc_avblock_train_run_S73_run_000027,V3,avblock,II,0,497.0,-12.0,519.0,-2.0,553.0,10.0,617.0,-4.0,,,626.0,-2.0,640.0,0.0,663.0,-6.0,670.0,-28.0,753.0,0.0,795.0,14.0
mc_lae_train_run_S64_000004,aVL,lae,II,0,534.0,-10.0,574.0,0.0,592.0,6.0,601.0,-2.0,624.0,22.0,637.0,26.0,,,657.0,4.0,663.0,-2.0,750.0,0.0,798.0,6.0
mc_lae_test_run_S62_000059,V6,lae,II,0,544.0,-2.0,584.0,0.0,608.0,16.0,609.0,2.0,,,637.0,0.0,,,665.0,4.0,670.0,-4.0,744.0,-54.0,807.0,8.0
mc_avblock_train_run_S66_run_000097,II,avblock,II,1,510.0,12.0,538.0,4.0,556.0,-12.0,622.0,-8.0,,,640.0,0.0,657.0,0.0,674.0,6.0,676.0,-4.0,767.0,0.0,819.0,12.0
mc_avblock_train_run_S72_run_000054,III,avblock,II,0,496.0,-4.0,526.0,14.0,537.0,-4.0,607.0,-6.0,,,623.0,0.0,637.0,0.0,654.0,2.0,660.0,0.0,746.0,0.0,801.0,14.0
mc_avblock_train_run_S73_run_000027,V5,avblock,II,0,501.0,4.0,537.0,0.0,559.0,0.0,622.0,-2.0,,,634.0,0.0,648.0,0.0,668.0,6.0,675.0,-2.0,765.0,0.0,800.0,14.0
mc_avblock_train_run_S69_run_000029,V4,avblock,II,0,510.0,-6.0,543.0,12.0,564.0,6.0,627.0,0.0,,,639.0,0.0,650.0,0.0,667.0,4.0,672.0,-2.0,762.0,0.0,800.0,8.0
mc_avblock_train_run_S66_run_000090,II,avblock,II,1,511.0,2.0,540.0,-2.0,560.0,2.0,622.0,-8.0,,,641.0,0.0,658.0,0.0,670.0,-4.0,675.0,-8.0,763.0,0.0,808.0,8.0
mc_avblock_validation_run_S63_run_000040,V3,avblock,II,0,510.0,-2.0,547.0,2.0,571.0,2.0,622.0,-4.0,,,639.0,0.0,652.0,0.0,665.0,-14.0,674.0,-96.0,767.0,0.0,803.0,10.0
mc_avblock_train_run_S69_run_000002,aVR,avblock,II,0,501.0,10.0,533.0,4.0,546.0,-6.0,620.0,-6.0,637.0,,651.0,28.0,,,669.0,4.0,670.0,-6.0,764.0,-2.0,799.0,2.0
mc_avblock_train_run_S72_run_000094,aVL,avblock,II,0,514.0,-4.0,537.0,0.0,563.0,8.0,635.0,4.0,649.0,,661.0,24.0,,,675.0,2.0,680.0,-2.0,769.0,0.0,812.0,10.0
mc_avblock_validation_run_S67_run_000039,aVF,avblock,II,0,496.0,-6.0,525.0,-2.0,549.0,4.0,619.0,-2.0,,,633.0,0.0,648.0,0.0,661.0,-8.0,668.0,0.0,766.0,0.0,797.0,2.0
mc_avblock_train_run_S74_run_000086,aVF,avblock,II,0,517.0,-4.0,556.0,22.0,572.0,12.0,623.0,-8.0,,,640.0,0.0,658.0,0.0,677.0,6.0,679.0,-4.0,767.0,0.0,806.0,4.0
mc_avblock_train_run_S74_run_000003,II,avblock,II,1,496.0,8.0,528.0,0.0,550.0,-2.0,609.0,-8.0,,,631.0,0.0,647.0,0.0,666.0,4.0,667.0,-4.0,763.0,4.0,802.0,6.0
mc_avblock_train_run_S74_run_000006,III,avblock,II,0,502.0,0.0,523.0,-20.0,563.0,18.0,621.0,-6.0,,,642.0,0.0,660.0,0.0,676.0,4.0,677.0,-6.0,780.0,4.0,816.0,10.0
mc_fam_train_run_S73_000041,II,fam,II,1,486.0,-82.0,551.0,-6.0,589.0,30.0,590.0,-16.0,,,613.0,0.0,628.0,0.0,649.0,4.0,651.0,-6.0,749.0,0.0,786.0,6.0
mc_fam_train_run_S66_000045,V1,fam,II,0,541.0,-2.0,565.0,0.0,600.0,22.0,611.0,-2.0,632.0,-2.0,657.0,,,,657.0,4.0,659.0,-6.0,754.0,0.0,802.0,4.0
mc_fam_train_run_S73_000066,aVR,fam,II,0,509.0,-70.0,582.0,0.0,616.0,-8.0,617.0,-8.0,634.0,,648.0,28.0,,,669.0,6.0,671.0,-4.0,772.0,0.0,807.0,10.0
mc_fam_train_run_S70_000115,II,fam,II,1,548.0,-4.0,580.0,4.0,604.0,6.0,609.0,-18.0,,,630.0,0.0,642.0,0.0,667.0,8.0,669.0,-4.0,756.0,0.0,806.0,10.0
mc_fam_train_run_S70_000048,II,fam,II,1,517.0,2.0,549.0,12.0,580.0,16.0,581.0,-8.0,,,606.0,0.0,629.0,2.0,636.0,-2.0,642.0,2.0,762.0,0.0,803.0,8.0
mc_fam_train_run_S70_000057,V6,fam,II,0,516.0,-82.0,587.0,0.0,622.0,38.0,623.0,-6.0,,,645.0,0.0,,,667.0,0.0,669.0,-10.0,770.0,0.0,802.0,8.0
mc_fam_train_run_S70_000019,III,fam,II,0,524.0,-68.0,583.0,-2.0,626.0,16.0,627.0,0.0,,,645.0,0.0,657.0,0.0,673.0,4.0,679.0,-2.0,776.0,0.0,808.0,-2.0
mc_fam_train_run_S73_000054,aVR,fam,II,0,545.0,2.0,581.0,-4.0,609.0,4.0,610.0,-16.0,635.0,,656.0,40.0,,,667.0,6.0,672.0,-2.0,759.0,2.0,803.0,10.0
mc_fam_validation_run_S63_000083,aVF,fam,II,0,516.0,-24.0,550.0,0.0,593.0,0.0,594.0,-4.0,,,610.0,0.0,626.0,0.0,643.0,-8.0,649.0,-24.0,753.0,0.0,789.0,10.0
mc_fam_train_run_S73_000126,II,fam,II,1,538.0,0.0,565.0,0.0,606.0,14.0,607.0,-2.0,,,625.0,0.0,637.0,0.0,656.0,4.0,657.0,-6.0,740.0,0.0,793.0,6.0
mc_avblock_test_run_S64_run_000089,V4,avblock,III,0,507.0,4.0,522.0,-30.0,554.0,0.0,614.0,-6.0,,,630.0,0.0,641.0,0.0,662.0,8.0,663.0,-20.0,743.0,0.0,787.0,8.0
mc_mi_LCX_1p0_ant_train_run_S73_run_000007,aVR,mi,III,0,537.0,20.0,545.0,-20.0,546.0,-28.0,596.0,-2.0,605.0,0.0,613.0,0.0,,,633.0,10.0,675.0,-14.0,734.0,0.0,796.0,38.0
mc_fam_train_run_S73_000041,III,fam,III,1,488.0,2.0,551.0,-12.0,588.0,-2.0,589.0,0.0,,,613.0,2.0,629.0,0.0,649.0,8.0,651.0,-116.0,747.0,0.0,786.0,6.0
mc_mi_LAD_0p3_train_run_S69_run_000038,V1,mi,III,0,488.0,-38.0,534.0,-4.0,564.0,4.0,578.0,34.0,590.0,2.0,599.0,0.0,609.0,0.0,629.0,-20.0,,,,,,
mc_lbbb_train_run_S74_run_000026,V6,lbbb,III,0,529.0,0.0,564.0,26.0,586.0,0.0,597.0,-4.0,,,634.0,0.0,661.0,8.0,661.0,6.0,662.0,-6.0,725.0,0.0,796.0,6.0
mc_lae_train_run_S74_000114,V4,lae,III,0,550.0,0.0,578.0,0.0,599.0,12.0,616.0,6.0,,,626.0,-2.0,643.0,0.0,664.0,4.0,666.0,-4.0,746.0,-2.0,799.0,14.0
mc_sinus_train_run_S65_run_000068,III,sinus,III,1,547.0,0.0,571.0,-4.0,610.0,2.0,611.0,-24.0,,,633.0,-2.0,647.0,0.0,673.0,4.0,675.0,-6.0,751.0,0.0,806.0,8.0
mc_avblock_train_run_S73_run_000027,V3,avblock,III,0,497.0,-12.0,519.0,-2.0,551.0,6.0,617.0,-4.0,,,626.0,-2.0,640.0,0.0,663.0,-6.0,670.0,-28.0,753.0,0.0,795.0,14.0
mc_lae_train_run_S64_000004,aVL,lae,III,0,535.0,-8.0,574.0,0.0,591.0,4.0,601.0,-2.0,624.0,22.0,637.0,26.0,,,657.0,4.0,663.0,-2.0,750.0,0.0,798.0,6.0
mc_lae_test_run_S62_000059,V6,lae,III,0,544.0,-2.0,584.0,0.0,608.0,16.0,609.0,2.0,,,637.0,0.0,,,665.0,4.0,670.0,-4.0,744.0,-54.0,807.0,8.0
mc_avblock_train_run_S66_run_000097,II,avblock,III,0,511.0,14.0,538.0,4.0,556.0,-12.0,621.0,-10.0,,,640.0,0.0,657.0,0.0,674.0,6.0,676.0,-4.0,767.0,0.0,821.0,16.0
mc_avblock_train_run_S72_run_000054,III,avblock,III,1,496.0,-4.0,526.0,14.0,536.0,-6.0,606.0,-8.0,,,623.0,0.0,637.0,0.0,654.0,2.0,660.0,0.0,746.0,0.0,800.0,12.0
mc_avblock_train_run_S73_run_000027,V5,avblock,III,0,502.0,6.0,537.0,0.0,556.0,-6.0,622.0,-2.0,,,634.0,0.0,648.0,0.0,668.0,6.0,675.0,-2.0,765.0,0.0,800.0,14.0
mc_avblock_train_run_S69_run_000029,V4,avblock,III,0,510.0,-6.0,543.0,12.0,564.0,6.0,626.0,-2.0,,,639.0,0.0,650.0,0.0,667.0,4.0,673.0,0.0,762.0,0.0,800.0,8.0
mc_avblock_train_run_S66_run_000090,II,avblock,III,0,512.0,4.0,540.0,-2.0,560.0,2.0,622.0,-8.0,,,641.0,0.0,658.0,0.0,670.0,-4.0,675.0,-8.0,763.0,0.0,809.0,10.0
mc_avblock_validation_run_S63_run_000040,V3,avblock,III,0,510.0,-2.0,547.0,2.0,571.0,2.0,622.0,-4.0,,,639.0,0.0,652.0,0.0,665.0,-14.0,671.0,-102.0,767.0,0.0,803.0,10.0
mc_avblock_train_run_S69_run_000002,aVR,avblock,III,0,502.0,12.0,533.0,4.0,546.0,-6.0,620.0,-6.0,637.0,,651.0,28.0,,,669.0,4.0,670.0,-6.0,764.0,-2.0,799.0,2.0
mc_avblock_train_run_S72_run_000094,aVL,avblock,III,0,515.0,-2.0,537.0,0.0,563.0,8.0,635.0,4.0,649.0,,661.0,24.0,,,675.0,2.0,680.0,-2.0,769.0,0.0,811.0,8.0
mc_avblock_validation_run_S67_run_000039,aVF,avblock,III,0,496.0,-6.0,525.0,-2.0,548.0,2.0,619.0,-2.0,,,633.0,0.0,648.0,0.0,661.0,-8.0,668.0,0.0,766.0,0.0,797.0,2.0
mc_avblock_train_run_S74_run_000086,aVF,avblock,III,0,517.0,-4.0,556.0,22.0,572.0,12.0,623.0,-8.0,,,640.0,0.0,658.0,0.0,677.0,6.0,679.0,-4.0,767.0,0.0,806.0,4.0
mc_avblock_train_run_S74_run_000003,II,avblock,III,0,497.0,10.0,528.0,0.0,549.0,-4.0,608.0,-10.0,,,631.0,0.0,647.0,0.0,666.0,4.0,667.0,-4.0,763.0,4.0,802.0,6.0
mc_avblock_train_run_S74_run_000006,III,avblock,III,1,502.0,0.0,523.0,-20.0,563.0,18.0,621.0,-6.0,,,642.0,0.0,660.0,0.0,676.0,4.0,677.0,-6.0,780.0,4.0,816.0,10.0
mc_fam_train_run_S73_000041,II,fam,III,0,488.0,-78.0,551.0,-6.0,588.0,28.0,589.0,-18.0,,,613.0,0.0,628.0,0.0,649.0,4.0,651.0,-6.0,749.0,0.0,786.0,6.0
mc_fam_train_run_S66_000045,V1,fam,III,0,541.0,-2.0,565.0,0.0,596.0,14.0,611.0,-2.0,632.0,-2.0,656.0,,,,656.0,2.0,661.0,-2.0,754.0,0.0,803.0,6.0
mc_fam_train_run_S73_000066,aVR,fam,III,0,510.0,-68.0,582.0,0.0,609.0,-22.0,610.0,-22.0,634.0,,648.0,28.0,,,669.0,6.0,671.0,-4.0,772.0,0.0,807.0,10.0
mc_fam_train_run_S70_000115,II,fam,III,0,549.0,-2.0,580.0,4.0,601.0,0.0,612.0,-12.0,,,630.0,0.0,642.0,0.0,665.0,4.0,671.0,0.0,756.0,0.0,805.0,8.0
mc_fam_train_run_S70_000048,II,fam,III,0,517.0,2.0,549.0,12.0,580.0,16.0,581.0,-8.0,,,606.0,0.0,629.0,2.0,636.0,-2.0,642.0,2.0,762.0,0.0,803.0,8.0
mc_fam_train_run_S70_000057,V6,fam,III,0,516.0,-82.0,587.0,0.0,621.0,36.0,623.0,-6.0,,,645.0,0.0,,,667.0,0.0,669.0,-10.0,770.0,0.0,802.0,8.0
mc_fam_train_run_S70_000019,III,fam,III,1,526.0,-64.0,583.0,-2.0,626.0,16.0,627.0,0.0,,,645.0,0.0,657.0,0.0,673.0,4.0,680.0,0.0,776.0,0.0,809.0,0.0
mc_fam_train_run_S73_000054,aVR,fam,III,0,546.0,4.0,581.0,-4.0,609.0,4.0,610.0,-16.0,635.0,,656.0,40.0,,,667.0,6.0,672.0,-2.0,759.0,2.0,803.0,10.0
mc_fam_validation_run_S63_000083,aVF,fam,III,0,523.0,-10.0,550.0,0.0,592.0,-2.0,593.0,-6.0,,,610.0,0.0,626.0,0.0,643.0,-8.0,649.0,-24.0,753.0,0.0,788.0,8.0
mc_fam_train_run_S73_000126,II,fam,III,0,539.0,2.0,565.0,0.0,606.0,14.0,607.0,-2.0,,,625.0,0.0,637.0,0.0,656.0,4.0,657.0,-6.0,740.0,0.0,793.0,6.0
mc_avblock_test_run_S64_run_000089,V4,avblock,aVR,0,507.0,4.0,522.0,-30.0,555.0,2.0,614.0,-6.0,,,630.0,0.0,641.0,0.0,661.0,6.0,663.0,-20.0,743.0,0.0,788.0,10.0
mc_mi_LCX_1p0_ant_train_run_S73_run_000007,aVR,mi,aVR,1,532.0,10.0,556.0,2.0,575.0,30.0,595.0,-4.0,605.0,0.0,613.0,0.0,,,633.0,10.0,676.0,-12.0,734.0,0.0,795.0,36.0
mc_fam_train_run_S73_000041,III,fam,aVR,0,487.0,0.0,551.0,-12.0,590.0,2.0,591.0,4.0,,,613.0,2.0,629.0,0.0,649.0,8.0,651.0,-116.0,747.0,0.0,786.0,6.0
mc_mi_LAD_0p3_train_run_S69_run_000038,V1,mi,aVR,0,484.0,-46.0,534.0,-4.0,562.0,0.0,579.0,36.0,590.0,2.0,599.0,0.0,609.0,0.0,627.0,-24.0,,,,,,
mc_lbbb_train_run_S74_run_000026,V6,lbbb,aVR,0,529.0,0.0,564.0,26.0,586.0,0.0,597.0,-4.0,,,634.0,0.0,661.0,8.0,661.0,6.0,662.0,-6.0,725.0,0.0,796.0,6.0
mc_lae_train_run_S74_000114,V4,lae,aVR,0,549.0,-2.0,578.0,0.0,600.0,14.0,615.0,4.0,,,626.0,-2.0,643.0,0.0,664.0,4.0,666.0,-4.0,746.0,-2.0,799.0,14.0
mc_sinus_train_run_S65_run_000068,III,sinus,aVR,0,547.0,0.0,571.0,-4.0,609.0,0.0,610.0,-26.0,,,633.0,-2.0,647.0,0.0,673.0,4.0,675.0,-6.0,751.0,0.0,805.0,6.0
mc_avblock_train_run_S73_run_000027,V3,avblock,aVR,0,497.0,-12.0,519.0,-2.0,554.0,12.0,617.0,-4.0,,,626.0,-2.0,640.0,0.0,663.0,-6.0,670.0,-28.0,753.0,0.0,795.0,14.0
mc_lae_train_run_S64_000004,aVL,lae,aVR,0,534.0,-10.0,574.0,0.0,592.0,6.0,601.0,-2.0,624.0,22.0,637.0,26.0,,,657.0,4.0,663.0,-2.0,750.0,0.0,798.0,6.0
mc_lae_test_run_S62_000059,V6,lae,aVR,0,544.0,-2.0,584.0,0.0,608.0,16.0,609.0,2.0,,,637.0,0.0,,,665.0,4.0,670.0,-4.0,744.0,-54.0,807.0,8.0
mc_avblock_train_run_S66_run_000097,II,avblock,aVR,0,510.0,12.0,538.0,4.0,556.0,-12.0,622.0,-8.0,,,640.0,0.0,657.0,0.0,672.0,2.0,677.0,-2.0,767.0,0.0,818.0,10.0
mc_avblock_train_run_S72_run_000054,III,avblock,aVR,0,496.0,-4.0,526.0,14.0,537.0,-4.0,607.0,-6.0,,,623.0,0.0,637.0,0.0,654.0,2.0,660.0,0.0,746.0,0.0,800.0,12.0
mc_avblock_train_run_S73_run_000027,V5,avblock,aVR,0,502.0,6.0,537.0,0.0,559.0,0.0,622.0,-2.0,,,634.0,0.0,648.0,0.0,668.0,6.0,675.0,-2.0,765.0,0.0,800.0,14.0
mc_avblock_train_run_S69_run_000029,V4,avblock,aVR,0,510.0,-6.0,543.0,12.0,564.0,6.0,627.0,0.0,,,639.0,0.0,650.0,0.0,667.0,4.0,673.0,0.0,762.0,0.0,800.0,8.0
mc_avblock_train_run_S66_run_000090,II,avblock,aVR,0,511.0,2.0,540.0,-2.0,560.0,2.0,623.0,-6.0,,,641.0,0.0,658.0,0.0,670.0,-4.0,675.0,-8.0,763.0,0.0,807.0,6.0
mc_avblock_validation_run_S63_run_000040,V3,avblock,aVR,0,510.0,-2.0,547.0,2.0,571.0,2.0,622.0,-4.0,,,639.0,0.0,652.0,0.0,665.0,-14.0,677.0,-90.0,767.0,0.0,802.0,8.0
mc_avblock_train_run_S69_run_000002,aVR,avblock,aVR,1,501.0,10.0,533.0,4.0,547.0,-4.0,620.0,-6.0,637.0,,651.0,28.0,,,669.0,4.0,670.0,-6.0,764.0,-2.0,799.0,2.0
mc_avblock_train_run_S72_run_000094,aVL,avblock,aVR,0,514.0,-4.0,537.0,0.0,563.0,8.0,635.0,4.0,649.0,,661.0,24.0,,,675.0,2.0,680.0,-2.0,769.0,0.0,812.0,10.0
mc_avblock_validation_run_S67_run_000039,aVF,avblock,aVR,0,496.0,-6.0,525.0,-2.0,549.0,4.0,619.0,-2.0,,,633.0,0.0,648.0,0.0,661.0,-8.0,668.0,0.0,766.0,0.0,797.0,2.0
mc_avblock_train_run_S74_run_000086,aVF,avblock,aVR,0,517.0,-4.0,556.0,22.0,572.0,12.0,624.0,-6.0,,,640.0,0.0,658.0,0.0,677.0,6.0,679.0,-4.0,767.0,0.0,806.0,4.0
mc_avblock_train_run_S74_run_000003,II,avblock,aVR,0,496.0,8.0,528.0,0.0,550.0,-2.0,610.0,-6.0,,,631.0,0.0,647.0,0.0,666.0,4.0,667.0,-4.0,763.0,4.0,802.0,6.0
mc_avblock_train_run_S74_run_000006,III,avblock,aVR,0,502.0,0.0,523.0,-20.0,563.0,18.0,621.0,-6.0,,,642.0,0.0,660.0,0.0,676.0,4.0,677.0,-6.0,780.0,4.0,816.0,10.0
mc_fam_train_run_S73_000041,II,fam,aVR,0,487.0,-80.0,551.0,-6.0,590.0,32.0,591.0,-14.0,,,613.0,0.0,628.0,0.0,649.0,4.0,651.0,-6.0,749.0,0.0,786.0,6.0
