record_id,lead,disease_class,label_quality,qrs_end_flag,pred_qrs_onset,true_qrs_onset,err_qrs_onset,pred_qrs_offset,true_qrs_offset,err_qrs_offset,pred_t_onset,true_t_onset,err_t_onset,pred_t_peak,true_t_peak,err_t_peak,pred_t_offset,true_t_offset,err_t_offset,bioerr_qrs_duration,bioerr_qt_interval,bioerr_t_duration,bioerr_t_peak_to_end
AnteriorInfarction_004,aVL,AnteriorInfarction,propagated,True,4.0,3.0,1.0,106.0,91.0,15.0,232.0,124.0,108.0,308.0,308.0,0.0,508.0,507.0,1.0,14.0,0.0,-107.0,1.0
AnteriorInfarction_004,aVF,AnteriorInfarction,propagated,True,2.0,3.0,-1.0,102.0,91.0,11.0,206.0,124.0,82.0,288.0,288.0,0.0,496.0,507.0,-11.0,12.0,-10.0,-93.0,-11.0
AnteriorInfarction_004,V1,AnteriorInfarction,reviewed,True,0.0,3.0,-3.0,100.0,91.0,9.0,190.0,124.0,66.0,302.0,303.0,-1.0,426.0,507.0,-81.0,12.0,-78.0,-147.0,-80.0
AnteriorInfarction_004,V2,AnteriorInfarction,propagated,True,0.0,3.0,-3.0,100.0,91.0,9.0,162.0,124.0,38.0,308.0,309.0,-1.0,518.0,507.0,11.0,12.0,14.0,-27.0,12.0
AnteriorInfarction_004,V3,AnteriorInfarction,propagated,False,10.0,3.0,7.0,88.0,91.0,-3.0,220.0,124.0,96.0,286.0,287.0,-1.0,566.0,507.0,59.0,-10.0,52.0,-37.0,60.0
AnteriorInfarction_004,V4,AnteriorInfarction,propagated,False,10.0,3.0,7.0,88.0,91.0,-3.0,98.0,124.0,-26.0,284.0,285.0,-1.0,454.0,507.0,-53.0,-10.0,-60.0,-27.0,-52.0
AnteriorInfarction_004,V5,AnteriorInfarction,propagated,True,10.0,3.0,7.0,102.0,91.0,11.0,206.0,124.0,82.0,296.0,296.0,0.0,426.0,507.0,-81.0,4.0,-88.0,-163.0,-81.0
AnteriorInfarction_004,V6,AnteriorInfarction,propagated,False,10.0,3.0,7.0,86.0,91.0,-5.0,208.0,124.0,84.0,288.0,288.0,0.0,354.0,507.0,-153.0,-12.0,-160.0,-237.0,-153.0
AnteriorInfarction_005,I,AnteriorInfarction,propagated,True,10.0,9.0,1.0,98.0,88.0,10.0,188.0,94.0,94.0,274.0,274.0,0.0,494.0,470.0,24.0,9.0,23.0,-70.0,24.0
AnteriorInfarction_005,II,AnteriorInfarction,propagated,True,2.0,9.0,-7.0,94.0,88.0,6.0,200.0,94.0,106.0,284.0,283.0,1.0,352.0,470.0,-118.0,13.0,-111.0,-224.0,-119.0
AnteriorInfarction_005,III,AnteriorInfarction,propagated,True,0.0,9.0,-9.0,96.0,88.0,8.0,210.0,94.0,116.0,294.0,295.0,-1.0,526.0,470.0,56.0,17.0,65.0,-60.0,57.0
AnteriorInfarction_005,aVR,AnteriorInfarction,propagated,True,4.0,9.0,-5.0,96.0,88.0,8.0,196.0,94.0,102.0,280.0,279.0,1.0,380.0,470.0,-90.0,13.0,-85.0,-192.0,-91.0
AnteriorInfarction_005,aVL,AnteriorInfarction,propagated,True,2.0,9.0,-7.0,98.0,88.0,10.0,252.0,94.0,158.0,306.0,306.0,0.0,492.0,470.0,22.0,17.0,29.0,-136.0,22.0
AnteriorInfarction_005,aVF,AnteriorInfarction,propagated,True,2.0,9.0,-7.0,96.0,88.0,8.0,204.0,94.0,110.0,288.0,288.0,0.0,370.0,470.0,-100.0,15.0,-93.0,-210.0,-100.0
AnteriorInfarction_005,V1,AnteriorInfarction,propagated,True,0.0,9.0,-9.0,96.0,88.0,8.0,170.0,94.0,76.0,274.0,273.0,1.0,554.0,470.0,84.0,17.0,93.0,8.0,83.0
AnteriorInfarction_005,V2,AnteriorInfarction,propagated,True,0.0,9.0,-9.0,100.0,88.0,12.0,224.0,94.0,130.0,284.0,284.0,0.0,534.0,470.0,64.0,21.0,73.0,-66.0,64.0
AnteriorInfarction_005,V3,AnteriorInfarction,reviewed,True,10.0,9.0,1.0,102.0,88.0,14.0,220.0,94.0,126.0,292.0,291.0,1.0,524.0,470.0,54.0,13.0,53.0,-72.0,53.0
AnteriorInfarction_005,V4,AnteriorInfarction,propagated,True,10.0,9.0,1.0,102.0,88.0,14.0,218.0,94.0,124.0,288.0,289.0,-1.0,494.0,470.0,24.0,13.0,23.0,-100.0,25.0
AnteriorInfarction_005,V5,AnteriorInfarction,propagated,True,10.0,9.0,1.0,98.0,88.0,10.0,108.0,94.0,14.0,344.0,344.0,0.0,498.0,470.0,28.0,9.0,27.0,14.0,28.0
AnteriorInfarction_005,V6,AnteriorInfarction,propagated,True,10.0,9.0,1.0,94.0,88.0,6.0,206.0,94.0,112.0,286.0,286.0,0.0,348.0,470.0,-122.0,5.0,-123.0,-234.0,-122.0
AnteriorInfarction_006,I,AnteriorInfarction,propagated,True,10.0,3.0,7.0,104.0,85.0,19.0,270.0,147.0,123.0,336.0,336.0,0.0,518.0,498.0,20.0,12.0,13.0,-103.0,20.0
AnteriorInfarction_006,II,AnteriorInfarction,propagated,False,2.0,3.0,-1.0,90.0,85.0,5.0,196.0,147.0,49.0,280.0,281.0,-1.0,352.0,498.0,-146.0,6.0,-145.0,-195.0,-145.0
AnteriorInfarction_006,III,AnteriorInfarction,propagated,False,2.0,3.0,-1.0,90.0,85.0,5.0,210.0,147.0,63.0,284.0,283.0,1.0,500.0,498.0,2.0,6.0,3.0,-61.0,1.0
AnteriorInfarction_006,aVR,AnteriorInfarction,propagated,True,2.0,3.0,-1.0,98.0,85.0,13.0,186.0,147.0,39.0,280.0,280.0,0.0,520.0,498.0,22.0,14.0,23.0,-17.0,22.0
AnteriorInfarction_006,aVL,AnteriorInfarction,propagated,True,2.0,3.0,-1.0,92.0,85.0,7.0,224.0,147.0,77.0,292.0,292.0,0.0,512.0,498.0,14.0,8.0,15.0,-63.0,14.0
AnteriorInfarction_006,aVF,AnteriorInfarction,propagated,False,2.0,3.0,-1.0,88.0,85.0,3.0,202.0,147.0,55.0,282.0,282.0,0.0,366.0,498.0,-132.0,4.0,-131.0,-187.0,-132.0
AnteriorInfarction_006,V1,AnteriorInfarction,propagated,False,2.0,3.0,-1.0,90.0,85.0,5.0,154.0,147.0,7.0,296.0,296.0,0.0,576.0,498.0,78.0,6.0,79.0,71.0,78.0
AnteriorInfarction_006,V2,AnteriorInfarction,propagated,False,2.0,3.0,-1.0,86.0,85.0,1.0,148.0,147.0,1.0,286.0,285.0,1.0,342.0,498.0,-156.0,2.0,-155.0,-157.0,-157.0
AnteriorInfarction_006,V3,AnteriorInfarction,propagated,True,2.0,3.0,-1.0,98.0,85.0,13.0,186.0,147.0,39.0,316.0,315.0,1.0,472.0,498.0,-26.0,14.0,-25.0,-65.0,-27.0
AnteriorInfarction_006,V4,AnteriorInfarction,propagated,True,2.0,3.0,-1.0,98.0,85.0,13.0,242.0,147.0,95.0,308.0,308.0,0.0,498.0,498.0,0.0,14.0,1.0,-95.0,0.0
AnteriorInfarction_006,V5,AnteriorInfarction,reviewed,False,10.0,3.0,7.0,90.0,85.0,5.0,244.0,147.0,97.0,338.0,338.0,0.0,512.0,498.0,14.0,-2.0,7.0,-83.0,14.0
AnteriorInfarction_006,V6,AnteriorInfarction,propagated,False,10.0,3.0,7.0,88.0,85.0,3.0,214.0,147.0,67.0,294.0,294.0,0.0,352.0,498.0,-146.0,-4.0,-153.0,-213.0,-146.0
AnteriorInfarction_007,I,AnteriorInfarction,propagated,True,10.0,5.0,5.0,94.0,85.0,9.0,236.0,95.0,141.0,330.0,330.0,0.0,490.0,456.0,34.0,4.0,29.0,-107.0,34.0
AnteriorInfarction_007,II,AnteriorInfarction,propagated,False,10.0,5.0,5.0,80.0,85.0,-5.0,204.0,95.0,109.0,282.0,282.0,0.0,350.0,456.0,-106.0,-10.0,-111.0,-215.0,-106.0
AnteriorInfarction_007,III,AnteriorInfarction,propagated,True,10.0,5.0,5.0,94.0,85.0,9.0,208.0,95.0,113.0,282.0,282.0,0.0,482.0,456.0,26.0,4.0,21.0,-87.0,26.0
AnteriorInfarction_007,aVR,AnteriorInfarction,propagated,True,10.0,5.0,5.0,92.0,85.0,7.0,198.0,95.0,103.0,282.0,282.0,0.0,342.0,456.0,-114.0,2.0,-119.0,-217.0,-114.0
AnteriorInfarction_007,aVL,AnteriorInfarction,propagated,True,10.0,5.0,5.0,94.0,85.0,9.0,214.0,95.0,119.0,282.0,283.0,-1.0,488.0,456.0,32.0,4.0,27.0,-87.0,33.0
AnteriorInfarction_007,aVF,AnteriorInfarction,propagated,True,10.0,5.0,5.0,92.0,85.0,7.0,204.0,95.0,109.0,282.0,282.0,0.0,464.0,456.0,8.0,2.0,3.0,-101.0,8.0
AnteriorInfarction_007,V1,AnteriorInfarction,propagated,True,0.0,5.0,-5.0,94.0,85.0,9.0,148.0,95.0,53.0,298.0,297.0,1.0,578.0,456.0,122.0,14.0,127.0,69.0,121.0
AnteriorInfarction_007,V2,AnteriorInfarction,propagated,True,10.0,5.0,5.0,106.0,85.0,21.0,220.0,95.0,125.0,284.0,285.0,-1.0,522.0,456.0,66.0,16.0,61.0,-59.0,67.0
AnteriorInfarction_007,V3,AnteriorInfarction,reviewed,True,4.0,5.0,-1.0,100.0,85.0,15.0,218.0,95.0,123.0,282.0,283.0,-1.0,516.0,456.0,60.0,16.0,61.0,-63.0,61.0
AnteriorInfarction_007,V4,AnteriorInfarction,propagated,True,4.0,5.0,-1.0,100.0,85.0,15.0,230.0,95.0,135.0,280.0,279.0,1.0,472.0,456.0,16.0,16.0,17.0,-119.0,15.0
AnteriorInfarction_007,V5,AnteriorInfarction,propagated,False,10.0,5.0,5.0,68.0,85.0,-17.0,214.0,95.0,119.0,290.0,290.0,0.0,338.0,456.0,-118.0,-22.0,-123.0,-237.0,-118.0
AnteriorInfarction_007,V6,AnteriorInfarction,propagated,False,10.0,5.0,5.0,90.0,85.0,5.0,214.0,95.0,119.0,290.0,290.0,0.0,342.0,456.0,-114.0,0.0,-119.0,-233.0,-114.0
AnteriorInfarction_008,I,AnteriorInfarction,propagated,True,10.0,3.0,7.0,102.0,88.0,14.0,218.0,124.0,94.0,332.0,333.0,-1.0,506.0,499.0,7.0,7.0,0.0,-87.0,8.0
AnteriorInfarction_008,II,AnteriorInfarction,propagated,False,4.0,3.0,1.0,84.0,88.0,-4.0,200.0,124.0,76.0,286.0,285.0,1.0,350.0,499.0,-149.0,-5.0,-150.0,-225.0,-150.0
AnteriorInfarction_008,III,AnteriorInfarction,propagated,True,2.0,3.0,-1.0,96.0,88.0,8.0,214.0,124.0,90.0,294.0,294.0,0.0,502.0,499.0,3.0,9.0,4.0,-87.0,3.0
AnteriorInfarction_008,aVR,AnteriorInfarction,propagated,True,4.0,3.0,1.0,96.0,88.0,8.0,186.0,124.0,62.0,282.0,282.0,0.0,506.0,499.0,7.0,7.0,6.0,-55.0,7.0
AnteriorInfarction_008,aVL,AnteriorInfarction,propagated,True,2.0,3.0,-1.0,100.0,88.0,12.0,230.0,124.0,106.0,304.0,305.0,-1.0,506.0,499.0,7.0,13.0,8.0,-99.0,8.0
AnteriorInfarction_008,aVF,AnteriorInfarction,propagated,True,4.0,3.0,1.0,94.0,88.0,6.0,206.0,124.0,82.0,288.0,289.0,-1.0,484.0,499.0,-15.0,5.0,-16.0,-97.0,-14.0
AnteriorInfarction_008,V1,AnteriorInfarction,propagated,True,2.0,3.0,-1.0,92.0,88.0,4.0,172.0,124.0,48.0,292.0,292.0,0.0,572.0,499.0,73.0,5.0,74.0,25.0,73.0
AnteriorInfarction_008,V2,AnteriorInfarction,reviewed,False,0.0,3.0,-3.0,88.0,88.0,0.0,156.0,124.0,32.0,288.0,288.0,0.0,568.0,499.0,69.0,3.0,72.0,37.0,69.0
AnteriorInfarction_008,V3,AnteriorInfarction,propagated,True,0.0,3.0,-3.0,92.0,88.0,4.0,200.0,124.0,76.0,314.0,314.0,0.0,512.0,499.0,13.0,7.0,16.0,-63.0,13.0
AnteriorInfarction_008,V4,AnteriorInfarction,propagated,True,10.0,3.0,7.0,92.0,88.0,4.0,102.0,124.0,-22.0,314.0,314.0,0.0,370.0,499.0,-129.0,-3.0,-136.0,-107.0,-129.0
AnteriorInfarction_008,V5,AnteriorInfarction,propagated,True,4.0,3.0,1.0,94.0,88.0,6.0,104.0,124.0,-20.0,336.0,335.0,1.0,470.0,499.0,-29.0,5.0,-30.0,-9.0,-30.0
AnteriorInfarction_008,V6,AnteriorInfarction,propagated,False,4.0,3.0,1.0,90.0,88.0,2.0,212.0,124.0,88.0,292.0,292.0,0.0,346.0,499.0,-153.0,1.0,-154.0,-241.0,-153.0
AnteriorInfarction_009,I,AnteriorInfarction,propagated,True,10.0,3.0,7.0,106.0,97.0,9.0,228.0,156.0,72.0,336.0,337.0,-1.0,508.0,464.0,44.0,2.0,37.0,-28.0,45.0
AnteriorInfarction_009,II,AnteriorInfarction,propagated,True,2.0,3.0,-1.0,92.0,97.0,-5.0,204.0,156.0,48.0,284.0,284.0,0.0,352.0,464.0,-112.0,-4.0,-111.0,-160.0,-112.0
AnteriorInfarction_009,III,AnteriorInfarction,propagated,True,0.0,3.0,-3.0,100.0,97.0,3.0,218.0,156.0,62.0,286.0,286.0,0.0,506.0,464.0,42.0,6.0,45.0,-20.0,42.0
AnteriorInfarction_009,aVR,AnteriorInfarction,propagated,True,4.0,3.0,1.0,100.0,97.0,3.0,190.0,156.0,34.0,284.0,283.0,1.0,508.0,464.0,44.0,2.0,43.0,10.0,43.0
AnteriorInfarction_009,aVL,AnteriorInfarction,propagated,True,2.0,3.0,-1.0,106.0,97.0,9.0,236.0,156.0,80.0,334.0,334.0,0.0,506.0,464.0,42.0,10.0,43.0,-38.0,42.0
AnteriorInfarction_009,aVF,AnteriorInfarction,propagated,True,2.0,3.0,-1.0,100.0,97.0,3.0,210.0,156.0,54.0,286.0,285.0,1.0,504.0,464.0,40.0,4.0,41.0,-14.0,39.0
AnteriorInfarction_009,V1,AnteriorInfarction,reviewed,True,2.0,3.0,-1.0,92.0,97.0,-5.0,102.0,156.0,-54.0,320.0,319.0,1.0,490.0,464.0,26.0,-4.0,27.0,80.0,25.0
AnteriorInfarction_009,V2,AnteriorInfarction,propagated,False,0.0,3.0,-3.0,90.0,97.0,-7.0,144.0,156.0,-12.0,280.0,280.0,0.0,350.0,464.0,-114.0,-4.0,-111.0,-102.0,-114.0
AnteriorInfarction_009,V3,AnteriorInfarction,propagated,True,0.0,3.0,-3.0,92.0,97.0,-5.0,150.0,156.0,-6.0,276.0,275.0,1.0,402.0,464.0,-62.0,-2.0,-59.0,-56.0,-63.0
AnteriorInfarction_009,V4,AnteriorInfarction,propagated,True,0.0,3.0,-3.0,92.0,97.0,-5.0,172.0,156.0,16.0,276.0,276.0,0.0,330.0,464.0,-134.0,-2.0,-131.0,-150.0,-134.0
AnteriorInfarction_009,V5,AnteriorInfarction,propagated,True,10.0,3.0,7.0,92.0,97.0,-5.0,204.0,156.0,48.0,288.0,289.0,-1.0,338.0,464.0,-126.0,-12.0,-133.0,-174.0,-125.0
AnteriorInfarction_009,V6,AnteriorInfarction,propagated,True,10.0,3.0,7.0,94.0,97.0,-3.0,212.0,156.0,56.0,290.0,291.0,-1.0,444.0,464.0,-20.0,-10.0,-27.0,-76.0,-19.0
AnteriorInfarction_010,I,AnteriorInfarction,propagated,True,10.0,3.0,7.0,112.0,91.0,21.0,268.0,123.0,145.0,330.0,329.0,1.0,518.0,517.0,1.0,14.0,-6.0,-144.0,0.0
AnteriorInfarction_010,II,AnteriorInfarction,propagated,True,4.0,3.0,1.0,96.0,91.0,5.0,204.0,123.0,81.0,286.0,286.0,0.0,394.0,517.0,-123.0,4.0,-124.0,-204.0,-123.0
AnteriorInfarction_010,III,AnteriorInfarction,propagated,True,2.0,3.0,-1.0,104.0,91.0,13.0,218.0,123.0,95.0,296.0,296.0,0.0,508.0,517.0,-9.0,14.0,-8.0,-104.0,-9.0
AnteriorInfarction_010,aVR,AnteriorInfarction,propagated,True,10.0,3.0,7.0,112.0,91.0,21.0,196.0,123.0,73.0,282.0,282.0,0.0,522.0,517.0,5.0,14.0,-2.0,-68.0,5.0
AnteriorInfarction_010,aVL,AnteriorInfarction,propagated,True,4.0,3.0,1.0,106.0,91.0,15.0,236.0,123.0,113.0,308.0,309.0,-1.0,512.0,517.0,-5.0,14.0,-6.0,-118.0,-4.0
AnteriorInfarction_010,aVF,AnteriorInfarction,propagated,True,4.0,3.0,1.0,100.0,91.0,9.0,210.0,123.0,87.0,290.0,290.0,0.0,500.0,517.0,-17.0,8.0,-18.0,-104.0,-17.0
AnteriorInfarction_010,V1,AnteriorInfarction,propagated,True,0.0,3.0,-3.0,98.0,91.0,7.0,204.0,123.0,81.0,302.0,302.0,0.0,582.0,517.0,65.0,10.0,68.0,-16.0,65.0
AnteriorInfarction_010,V2,AnteriorInfarction,reviewed,True,0.0,3.0,-3.0,98.0,91.0,7.0,166.0,123.0,43.0,306.0,306.0,0.0,586.0,517.0,69.0,10.0,72.0,26.0,69.0
AnteriorInfarction_010,V3,AnteriorInfarction,propagated,True,10.0,3.0,7.0,106.0,91.0,15.0,216.0,123.0,93.0,282.0,282.0,0.0,422.0,517.0,-95.0,8.0,-102.0,-188.0,-95.0
AnteriorInfarction_010,V4,AnteriorInfarction,propagated,True,4.0,3.0,1.0,98.0,91.0,7.0,210.0,123.0,87.0,284.0,283.0,1.0,354.0,517.0,-163.0,6.0,-164.0,-250.0,-164.0
AnteriorInfarction_010,V5,AnteriorInfarction,propagated,True,4.0,3.0,1.0,110.0,91.0,19.0,204.0,123.0,81.0,296.0,296.0,0.0,488.0,517.0,-29.0,18.0,-30.0,-110.0,-29.0
AnteriorInfarction_010,V6,AnteriorInfarction,propagated,True,10.0,3.0,7.0,92.0,91.0,1.0,208.0,123.0,85.0,288.0,288.0,0.0,344.0,517.0,-173.0,-6.0,-180.0,-258.0,-173.0
AnteriorInfarction_011,I,AnteriorInfarction,propagated,True,10.0,4.0,6.0,118.0,103.0,15.0,218.0,106.0,112.0,322.0,321.0,1.0,518.0,486.0,32.0,9.0,26.0,-80.0,31.0
AnteriorInfarction_011,II,AnteriorInfarction,propagated,True,4.0,4.0,0.0,110.0,103.0,7.0,206.0,106.0,100.0,286.0,286.0,0.0,474.0,486.0,-12.0,7.0,-12.0,-112.0,-12.0
AnteriorInfarction_011,III,AnteriorInfarction,propagated,True,4.0,4.0,0.0,112.0,103.0,9.0,210.0,106.0,104.0,288.0,289.0,-1.0,508.0,486.0,22.0,9.0,22.0,-82.0,23.0
